Title,Date,Content
खतरनाक इस्लाम,2016-10-16T15:57:00.004Z,"इस्लाम का खतरा समझने के लिए आपको बहुत दूर जाने की ज़रुरत नहीं है. बस सिक्ख इतिहास पर नज़र मारें. गुरु गोबिंद साहेब को खालसा सृजन क्यों करना पड़ा? क्यों कहना पड़ा, सवा लाख से एक लड़ाऊँ? क्यों कहना पड़ा, चिड़ियां नाल बाज़ लड़ाऊँ? क्यों गुरु साहेब और उनके बच्चों को बलिदान देना पड़ा? उनके पिता गुरु तेग बहादुर को दिल्ली के चांदनी चौक में शहीद कर दिया गया. किस लिए? मात्र इसलिए कि वो इस्लाम स्वीकार नहीं कर रहे थे. गुरु साहेब को समझ आ गया कि यह सीधा अत्याचार है, अनाचार है. तो लड़ा क्यों न जाए? संघर्ष क्यों न किया जाए? और खालसा अस्तित्व में आया. गुरु साहेब इस्लाम या हिन्दू के खिलाफ नहीं लड़ रहे थे, वो अत्याचार के खिलाफ लड़ रहे थे, ठीक बात है, लेकिन सवाल यह है कि अत्याचार कर कौन रहा था और क्यों कर रहा था? वो अत्याचार करने वाले सब मुसलमान थे, आक्रमण करने वाले सब मुसलमान थे. और ऐसा वो कर इसलिए रहे थे कि इस्लाम को फैलाना उनका धार्मिक कर्तव्य था. चाहे जैसे भी. क्या आज मुसलमान बदल गया? क्या आज इस्लाम बदल गया? नहीं. न तो कुरान बदली है और न बदलेगी. अभी कुछ ही माह पहले जब औरंगज़ेब रोड का नाम बदलने का मुद्दा उछला था तो बहुत से मुस्लिम बंधु सख्त विरोध कर रहे थे. वही औरंगज़ेब जिसने तेग बहादुर जी को शहीद किया था. इस्लाम में कुछ नहीं बदलता मित्रवर. दुनिया अगर नहीं समझी तो आज तक जो भी दुनिया ने कमाया है, अंधेरों में खो जाएगा, क्यों कि इस्लाम कोई नमाज़ पढने और रोज़े रखने और बकरीद पर बकरे काटने का ही नाम नहीं है, यह पूरा जीवन दर्शन है, इसमें शरिया है, इसमें जेहाद है. इसमें जीवन के बाद के लालच हैं और डर हैं. यह अपने आप में पूरा कल्चर है. और जब इस्लाम फैलता है तो यह सब तरह के कल्चर को खत्म कर देता है. और फिर जो समाज पैदा होता है, वो एक अंधेरी दुनिया है, नहीं यकीन तो इस्लामी मुल्कों के हाल देख लीजिये. अगर तेल की ज़रुरत आज दुनिया में बंद हो जाए तो इन इस्लामी मुल्कों के पल्ले सिवा जहालत के कुछ भी नहीं दिखेगा. खैर, ट्रम्प जीते या न जीते, लेकिन अमेरिका और बाकी दुनिया कुछ हद तक इस्लाम के खतरों को समझने लगी है. आप भी समझिये. नमस्कार."
,2017-01-04T19:33:00.001Z,"गली में कालीन या दरी बिछते ही बच्चे भागना -दौड़ना-खेलना शुरू कर देते हैं. धमा-चौकड़ी शुरू. आप पार्क में बैठ कर लौटते हैं तो थोड़े और जीवंत हो उठते हैं. जीवन जीने के लिए स्पेस की ज़रूरत है पियारियो. बंदे पर बन्दा न चढाओ. शायर साहेब लगे हैं, माइक कस कर पकड़े हैं. कईओं को तो माइक खूबसूरत महबूबा से भी ज़्यादा अज़ीज़ होता है, मिल जाए बस, छोड़ना नहीं फिर. तो शायर साहेब लगे हैं. ""कुत्ते की दम पर कुत्ता. कुत्ते की दम पे कुत्ता. फिर उस कुत्ते की दम पे कुत्ता. बोलो वाह!"" जनता चिल्ल-चिल्लाए,""वाह! वाह, वाह!!"" वो आगे फरमाते हैं, ""उस कुत्ते की दम पे एक और कुत्ता., अब उस कुत्ते की दम पे एक और कुत्ता..."" भीड़ में से किसी के बस से बाहर हो गया, वो चिल्लाया, पिल-पिल्लाया,"" बस करो भाए, बस करो. दया करो, ये सब गिर जाएंगे."" हम से कब कोई चिल्लाएगा? ""बस करो भाई, ये गिर जायेंगे."""
,2018-05-05T04:10:00.002Z,जलजले आयेंगे. तूफ़ान. बाढें. सूखा. और ये सब तुम्हारी औलादों को खा जायेंगे. चूँकि तुम ने उनकी माँ की आबरू पर हाथ डाला. धरती माँ.
जीवन में अच्छे खिलाड़ी के लक्षण,2024-05-25T02:22:00Z,"अच्छा मुक्केबाज वह नहीं है जो केवल अच्छे मुक्के मारना जानता है, बल्कि वह है जो प्रतिद्वंद्वी के भारी शक्तिशाली मुक्कों को भी सहन कर सकता है। एक अच्छा खिलाड़ी वह नहीं है जो खेल जीतना जानता है बल्कि वह है जो हार को सहन कर सके, आत्मसात कर सके। A good boxer is not one who only knows how to throw good punches, but one who can also withstand heavy powerful punches from the opponent. A good player is not one who knows how to win the game but one who can tolerate and assimilate defeat."
TIME,2015-06-27T20:16:00.002Z,"We are all dead, it is matter of time only. Time is not something insignificant. Time is commodity. Time is money. Time is life. Time is money & money is time, quality time, time of your choice. MY DOUBT REGARDING THEORY OF RELATIVITY There is a theory in Physics, I have a vague idea, that if someone can move as fast as speed of light, one can travel in time, can go back and forth in time. Perhaps related to Einstein's theory of relativity. Time is considered 4th dimension. But I have my doubts. To me time is a Non-entity. We all just feel that there is something like time, but actually there is nothing. While looking at a fast moving fan, we feel that there is a wheel, moving wheel, but actually there are only 3 or 4 blades, which are moving so fast that the gaps which human eyes can see is surpassed, giving an illusion of a moving wheel. We see stars in the sky, but there may be none. Many stars are gone, Only the light emitted by them is approaching us now and giving us an illusion of their entity. Similarly time is just an illusion. And if an illusion, how can anyone move back and forth in TIME? I am not sure."
ध्रुव राठी का गलत ट्वीट,2024-06-18T10:49:00Z,"<iframe width=""315"" height=""560"" src=""https://youtube.com/embed/r9FNji2f2yE"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen> Dhruv Rathi made a wrong tweet two days ago. I am describing in this video, what was his mistake..... ध्रुव राठी ने दो दिन पहले एक गलत ट्वीट किया था. मैं इस वीडियो में बता रहा हूं कि उनकी गलती क्या थी... #Dhruv Rathee #ध्रुव राठी"
तारेक फ़तेह साहेब बताते हैं कि---,2015-12-27T10:07:00.001Z,"तारेक फ़तेह साहेब बताते हैं कि मोहम्मद साहेब के मरते ही मुस्लिमों में झगड़े शुरू हो गए थे. उनका शव अठारह घंटे रखा रहा लेकिन उनको 'नमाज़-ए-जनाज़ा' तक नसीब नहीं हुई. फिर उनकी सारी फॅमिली को मुसलमानों ने क़त्ल किया. और पूरी दुनिया में दूसरी मस्ज़िद भारत में बनी. दक्षिण के किसी हिन्दू राजा ने ज़मीन दी मस्ज़िद बनाने को, जिसके लिए दुनिया के तमाम मुसलमानों को शुक्रगुजार होना चाहिए. मेरा कहना बस इतना है कि यह सब निश्चित ही खोज का विषय है."
इस्लाम की विदाई क्यों और कैसे?,2024-07-26T03:40:00Z,"""इस्लाम की विदाई क्यों और कैसे?"" एक समय था चर्च ही कोर्ट था और राजा न होते हुए भी चर्च ही राजा था. चूँकि राजा पर, राज्य पर चर्च का प्रभाव ही इतना ज़्यादा था. और यह लगभग दुनिया में सब जगह था और दुनिया के सब धर्मों में था. लेकिन फिर पीछे चर्च की पकड़-जकड़ काफी कुछ कम हो चुकी थी, तभी पश्चिमी देशों ने एक-दम विज्ञान में जम्प किया. भारत में भी तथाकथित हिन्दू लोग धर्म को जीने-मरने का सवाल नहीं मानते थे. बल्कि अपने ही धर्म पर सवाल उठाते रहते थे. राम ने गर्भवती सीता को वनवास क्यों दिया? इस तरह की चर्चा/बहस निरंतर चलती रहती थी. लेकिन आज मैं देखता हूँ, एक बड़ा तबका फिर से तथाकथित धर्म पर जोर देने लगा है. ऐसा क्यों? क्या है वजह? इस्लाम! इस्लाम है वजह. इस्लाम टस से मस नहीं हुआ. न हो रहा है. वो सातवीं सदी में घसीट दुनिया को पीछे ले जाना चाहता है. उस की वजह से जन-मानस जो अपने धर्मों से ऊपर उठता जा रहा था, उसे फिर से इस उलझन में फँसना पड़ रहा है. उस के दौड़ते हुए पांव, रुक गए हैं. उस की उड़ान थम गई है. और इस्लाम के पास बस एक ही चीज़ है जिस से वो दुनिया को हैरान, परेशान कर रहा है, वो है तादाद. गिनती. जनसंख्या. इस के अलावा इस्लाम के पल्ले कुछ नहीं है. कोई ज्ञान-कोई विज्ञान नहीं, कुछ नहीं. मैं देखता हूँ तमाम लोग लगे हैं रोज़ाना राजनितिक बहसों में. अखबार, यूट्यूब, फेसबुक भरा है. किस राजनेता ने क्या कहा? क्या करा? कोई फायदा नहीं. वो सब शाखाओं पर ध्यान केंद्रित करना है. जड़ पर नहीं. सारी राजनीति, समाज-नीति इस्लाम में उलझी हुई है. भारत की अधिकाँश राजनीति, अधिकाँश ऊर्जा मुसलमान को मैनेज करने में ही लगी रहती है. और अब तो यूरोप और कई और मुल्कों में भी काफी कुछ यही हाल है. इसलिए सारा ज़ोर इस्लाम को विदा करने पर होना चाहिए. और इस का एक इलाज़ हैं एक्स-मुस्लिम. उन से ज़्यादा इस्लाम को कौन समझता है? एक होता है ""Explosion"" और एक होता ""Implosion"". यह ""Implosion"" बड़ा कीमती शब्द है इस संदर्भ में. किसी चीज़ का फट जाना, बम की तरह से. किसी बाहरी बम्ब-बन्दूक से नहीं, खुद ही फट जाना अंदर से ही. ये एक्स-मुस्लिम Implosion पैदा कर रहे हैं इस्लाम में. अभी शुरुआत है. इलाज है, एक तो गैर-मुस्लिम को एक्स-मुस्लिम को ताकतवर बनाना चाहिए और दूसरा खुद भी इस्लाम को पढ़ना चाहिए, समझना चाहिए. इस के लिए तमाम वीडियो हैं , बहुत से लेख हैं इंटरनेट पर. हिंदी-अंग्रेज़ी और बहुत सी भाषाओँ में. इस्लामिक ग्रंथों के रिफरेन्स के साथ इस्लाम के हिंसक, अतार्किक, अवैज्ञानिक चेहरे को बेनक़ाब कर देना चाहिए. गली-गली. नुक्क्ड़-नुक्क्ड़. हर ऑफलाइन-ऑनलाइन प्लेटफार्म पर. और ताकत मुस्लिम पर लगाने की ज़रूरत नहीं है. यह ताकत गैर-मुस्लिम को गैर-मुस्लिम पर ही लगानी है. अगर गैर-मुस्लिम ठीक-ठीक इस्लाम के खतरे को समझ ले तो मुस्लिम का सर्वाइव करना वैसे ही मुश्किल हो जायेगा. अभी देखा न, योगी जी का आर्डर था दुकानों पर नाम प्लेट लगाने का कांवड़ मार्ग पर, तो कैसे मुस्लिम और मुस्लिम समर्थक शोर मचाने लगे, कोर्ट पहुँच गए. क्यों? चूँकि मुस्लिम को गैर-मुस्लिम से धंधा न मिलने का खतरा था. ज़रा सा गैर-मुस्लिम का समर्थन हटा, इस्लाम चरमराने लगेगा. एक और बात, पूरी दुनिया के सेक्युलर मुल्कों को (भारत समेत) एक्स-मुस्लिम को शरण देनी चाहिए, सेफ्टी-सिक्योरिटी देनी चाहिए. अलग ज़ोन ही बना दें चाहे एक्स-मुस्लिम के लिए. सेफ जोन. एक्स-मुस्लिम का सैलाब आ जायेगा. इस तरह से मामला हल होगा. एक तरफ से Implosion एक्स-मुस्लिम द्वारा और दूसरी तरफ से Explosion गैर-मुस्लिम द्वारा. और यह Implosion और Explosion वैसा नहीं है जैसा मुस्लिम ""अल्लाह-हू-अकबर"" का नारा लगा कर करते हैं, फट जाते हैं कहीं भी. या बम्ब/गोला बारूद फाड़ देते हैं कहीं भी. न, कतई नहीं. यह विचारात्मक जँग होगी. इस जँग को लड़ो वरना तमाम तरक्की पर जँग लगती जा रही है. अब जब इतना कुछ मैंने कहा है तो इस का अर्थ यह कतई नहीं है कि बाकी धर्मों के कचरे का, अंध-विश्वासों का समर्थन किया जाये, नहीं, बखिया सब धर्मों की उधेड़ो, इन का धरती पर कोई काम नहीं. इन की किताबों को अलमारी में बंद कर के रख देना चाहिए. कभी-कभार रिफरेन्स के लिए खोल लो बस. बाकी इन का कोई काम नहीं. ""हिन्दू-मुस्लिम-सिक्ख-ईसाई, आपस में सब भाई-भाई."" भाई भाई, मतलब सब बराबरी, सब में प्यार. इस से बड़ा झूठ, इस से ज़्यादा बकवास बात कोई क्या ही होगी. इंसान सब बराबर तभी तक होते हैं, जब तक उन में समाज द्वारा सॉफ्टवेयर अपलोड नहीं होते। एक बार सॉफ्टवेयर डल गए तो सब की ""डिफ़ॉल्ट सेटिंग"" गड़बड़ा जाती है. अब सब का बाजा अलग ही बजता है. सब का आचार-वयवहार अलग हो जाता है. सब की सामाजिक, ऐतिहासिक, राजनीतिक समझ अलग हो जाती है. सब रोबोट हो जाते हैं. रोबोट की तरह जीते हैं, रोबोट की तरह मरते हैं. रोबोट की तरह ही वोट देते हैं, रोबोट की तरह ही बच्चे पैदा किये जाते हैं. सब खुद को तीस मार खान समझने लगते हैं और दूसरे को तुच्छ. आज की दुनिया में इस में सब से ज़्यादा खतरनाक सॉफ्टवेयर ""इस्लाम"" है. बाकी सब सॉफ्टवेयर डायरेक्ट मार-काट पर कम ही जाते हैं. असल लड़ाई सामाजिक सॉफ्टवेयर की है, सामाजिक वायरस की है, सामाजिक संस्कारों की है. इसे गहना समझा जाता है, कीमती गहना. असल में यही तुम्हारी बेड़ियाँ हैं, यही तुम्हारी हथकड़ियाँ हैं, यही इंसान से मशीन बना कर रखे हुए हैं तुम्हें, रोबोट. और इस रोबॉटिकरण के हेड-क्वार्टर्स हैं मंदिर, मस्जिद, गुरूद्वारे, चर्च. जिस दिन दुनिया को यह समझ आ जायेगा, दुनिया में अधिकांश फसाद खत्म हो जाएंगे और जन्नते ढूंढने कहीं और जाना ही नहीं पड़ेगा. जन्नत यहीं होगी. असल में जन्नत तो यहाँ है ही. बस जहन्नुम बनाया जाना बंद हो जाये. नमन! तुषार कॉस्मिक"
नकली व्यापार,2022-02-21T16:47:00.003Z,"दो लड़के. बेरोज़गार. परेशान. फिर दिमाग की बत्ती जली. अब वो शहर-शहर जाते. देर रातों में. लोगों के घरों की खिड़कियों पर मिट्टी पोत देते. फिर कुछ दिन बाद दिन में फेरी लगाते,""दरवाजे, खिड़कियाँ साफ करवा लो."" ऐसे दाल-दलिया मिलने लगा. आदिवासियों के गाँव में शहर का राजनेता पहुँच भाषण झाड़ने लगा, हम तुम्हारी सारी समस्याएँ सुलझा देंगे."" एक बुड्ढा आदिवासी बोला, ""लेकिन हमें तो कोई समस्या है नहीं, हम तो खुश हैं."" नेता बोला,""कोई बात नहीं, अब हम आ गए हैं."" समझे? समस्या नहीं है तो समस्या पैदा करो. फिर हल पेश करो और नाम-दाम कमाओ. यही एलोपैथी करती है. कोरोना है नहीं, लेकिन पैदा करो, नकली ही सही, पैदा करो. फिर वैक्सीन दो, लॉक-डाउन थोपो.~ तुषार कॉस्मिक"
!!!! अहिंसा/प्रेम की शिक्षा खतरनाक भी है !!!!,2015-06-29T21:08:00.004Z,"सबको गले लगाना, अहिंसा, प्रेम यह सब बढ़िया बातें हैं, बढ़िया जीवन मूल्य, लेकिन जीवन ऐसा है नहीं ......तो बुद्ध और गुरु गोबिंद में से यदि चुनना हो तो गोबिंद साहिब को चुनता हूँ, सर काट दो बुरे का यदि कोई और चारा न हो, यह जानते हुए कि वो भी सोया बुद्ध है, पगलाया बुद्ध है, जानते हुए भी कृष्ण अर्जुन को लड़ना सिखाते हैं, अर्जुन तो बुद्ध हुआ जा रहा था, गांधी बा बा, लेकिन वो सिखाते हैं लड़ना .....फिर बुद्ध के चेलों को भी सीखना पडा मार्शल आर्ट, फिर गोबिंद सिंह साहेब का संत और सिपाही दोनों होने का फार्मूला, फिर गांधी बाबा की अहिंसा .......एक संघर्ष है हिंसा और अहिंसा के बीच.........लेकिन चुनना हो तो बुद्ध और गांधी को नहीं चुन सकता....कृष्ण को भी नहीं ....चूँकि चाहे कृष्ण हिंसा सिखा रहे हैं लेकिन कौरवों और पांडवों में से ज़्यादा सही कौरवों को मानता हूँ सो कृष्ण की हिंसा को गलत मानता हूँ .....मात्र गुरु गोबिंद को चुनुँगा हिंसा क्यों है, कैसे है , यह देखना ज़रूरी है......बिन हिंसा तो जीवन ही सम्भव नहीं....जीवन अपने आप में महा-हिंसा है.........सांस लो तो हिंसा, खाओ तो हिंसा........चलो तो हिंसा.......आप जैन हो जाओ.....कपडा बाँध लो मुंह पर, छान कर लो पी....लेकिन खाना खाओगे तो ...वो खाना भी तो हिंसा से ही पैदा होता है......ढूंढते रहो वृक्ष से पक कर अपने आप गिरा फल.....हो गया जीवन....नहीं, हिंसा बिन जीवन ही नहीं हिंसा के बदले में हिंसा हो तो क्या बुरा, गलत हिंसा के बदले में सही हिंसा ही जवाब है.......हाँ, मौका देख सकते हो यदि लगे की शांति का सन्देश बिन हिंसा के दिया जा सकता है तो उससे बेहतर कुछ नहीं लेकिन यह स्थित -काल-देश पर निर्भर है कि शांति का संदेश शांति से दिया जाना चाहिए या हिंसा से तो न तो मैं हिंसा के पक्ष में हूँ न विपक्ष में......चाहता तो मैं भी यही हूँ कि प्रेम हो, शांति हो लेकिन जैसा मैंने कहा मुझे हिंसा और अहिंसा/ प्रेम में से यदि कुछ चुनना होगा तो मैं व्यक्ति विशेष, स्थिति विशेष के मुताबिक चुनुँगा ... यदि व्यक्ति/स्थिति मजबूर करे तो हिंसा का बदला हिंसा भी सही हो सकता है ..यह सदैव शांति/प्रेम की शिक्षा घातक है...खतरनाक है ...नाक को ही नहीं पूरे शरीर को......शरीर को ही नहीं पूरे समाज को खतरा है ......सावधान"
Dirty Old Men,2021-10-05T11:17:00.008Z,"मैं सुबह-सवेरे पश्चिम विहार, दिल्ली के डिस्ट्रिक्ट पार्क में होता हूँ. भयंकर व्यायाम. युवक, युवतियां, और बुड्ढ़े सब होते हैं. जवान अधिकांशतः एक्सरसाइज में व्यस्त होते हैं. बुड्ढ़े. इन को पंजाबी में 'सयाने' कहा जाता है. लेकिन यकीन जानिये एक भी सयानी बात नहीं कर रहे होते. घूम-फिर के इन की बातें सेक्स पर आ जाती हैं. खिसियाने मज़ाक. घटिया चुटकले. जिन पर हँसी भी न आये. लेकिन ये खिलखिलायेंगे. क्या सीखा इन्होने ज़िंदगी में? इन की जिंदगियों में कोई लालित्य, कोई सौन्दर्य, कोई फलसफ़ा, कोई साहित्यकता, कोई वैज्ञानिकता मुझे नज़र नहीं आती. नज़र आता है तो खोया सेक्स. और उस का अफ़सोस. बस किसी तरह ये सेक्स करने के लायक दुबारा हो जाएँ तो इन के पौ बारह. इडियट्स. इसीलिए अंग्रेजी में इन्हें ""Dirty Old men"" कहा जाता है."
"ख़बरदार : राहुल गांधी पप्पू नहीं ""शातिर"" है अब- (2) ",2024-08-11T19:30:00Z,"<iframe allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen="""" frameborder=""0"" height=""560"" src=""https://youtube.com/embed/EMtFkMLN78I"" title=""YouTube video player"" width=""315""> ख़बरदार : राहुल गांधी पप्पू नहीं ""शातिर"" है अब- (2) #rahulgandhi #rahulgandhiparliamentspeech #Shorts #Shortsfeed #viralvideos #Viral #tusharcosmic #तुषार कॉस्मिक Beware! Rahul Gandhi is no more a Pappu but a very shrewd Politician. In this video, I have explained from various angles my point of views. I have also suggested the way out to confront Rahul Gandhi and Congress in all this sequence of 3 Short videos. This is 2nd part. राहुल गाँधी को पप्पू मत समझो अब. उस की शक्ल देखो. शातिर हो चुका है. भाजपा के चुनाव चिन्ह कमल को चक्रव्यूह जैसा बता रहा है, और बता रहा है जैसे कौरवों ने अभिमन्यु को चक्रव्यूह में घेर लिया था ऐसे ही भारत के युवा को, भारत के अभिमन्यु को कमल रुपी चक्रव्यूह में भाजपा ने घेर रखा है. सवाल गहरा है कि हिन्दू प्रतीकों को, हिन्दू ग्रथों को, हिन्दू कथानकों को ही क्यों ला रहा है राहुल गाँधी संसंद में में खींच-खींच कर? चूँकि भाजपा मुख्यत: हिन्दुओं की पार्टी है, और राहुल गाँधी को यदि हिन्दू वोट तोड़ने हैं तो उसे हिन्दुओं को ही भाजपा के खिलाफ करना होगा। इसीलिए वो हिन्दू प्रतीकों का प्रयोग कर रहा है भाजपा के खिलाफ ताकि हिन्दुओं की नज़र में किसी तरह से भाजपा को विलन साबित कर दे और ताकि हिन्दुओं के वोट में सेंध लगा सके. सिम्पल. तुषार कॉस्मिक Tushar Cosmic Rahul Gandhi Sonia Gandhi Priyanka Gandhi Robert Vadra Rajiv Gandhi Indian National Congress Congress Party of India Congress Party Congress Nepotism Indian Parliament Abhay Mudra Ahimsa Violence Non-violence Abhay Mudra Violence Non-violence Indian Parliament राहुल गांधी अभय मुद्रा राहुल गाँधी डरो मत डराओ मत Rahul Gandhi Daro Mat Darao Mat Rahul Gandhi Daro Mat Playlists you may like :-- Religion:--- https://tinyurl.com/My-videos-on-Religions Sociology:-- https://tinyurl.com/My-videos-on-Sociology Politics:-- https://tinyurl.com/My-videos-on-Politics Philosophy:-- https://tinyurl.com/My-videos-on-Philosophy Osho:-- https://tinyurl.com/My-videos-on-Osho MY YOUTUBE CHANNEL:-- https://www.youtube.com/@Tushar-Cosmic DISCLAIMER: --This video is made solely with the purpose of spreading awareness and educating the viewers. The information demonstrated and explained in the video are true to the best of my knowledge and research. Nevertheless, if any error is committed, the same was never intended to be and is absolutely unintentional. In the event of any inadvertent error, kindly email us at kusu167@gmail.com for necessary action, to resolve any error/dispute amicably."
!!!!!!!तेज़ाब हमला-!!!!!!!!!,2015-07-04T03:43:00Z,"जिस तरह गन और गोली का पूरा हिसाब किताब बेचने और खरीदने वाले को रखना होता है, ठीक वैसे ही तेज़ाब के लिए सख्त कानून बनने चाहिए........किस ने कहाँ से कितना लिया, किस मकसद से लिया, किसको बेचा.......सबके identity कार्ड भी सरकार को रखने चाहिए......फ़ोन नंबर एड्रेस..........दो गवाह......और प्राइवेट बिक्री ही बंद कर देनी चाहिए........तेज़ाब को दुर्लभ बना देने से कुछ हद तक मामला हल हो सकता है.... वैसे भीतरी मुद्दा तो दबा सेक्स है...एक मुल्क जहाँ सेक्स किसी दूसरे ग्रह की चीज़ जितना मुश्किल मामला बना दिया जाएगा, वहां इस तरह के अपराध सामने आते रहेंगे........सड़ांध है यह हमारे तथा कथित समाजिक सिस्टम की........... सेक्स वर्कर को लाइसेंस नहीं देंगे........सेक्स का सामना ही नहीं करेंगे......जैसे गुनाह हो.....पाप हो.....वैसे कुछ समय पहले तक तो सेक्स की बात ही गंदी बात होती थी.....वैसे अभी भी है.....हमारी सब गालियाँ सेक्स से जुड़ी हैं.....हमने सेक्स को ही गाली बना दिया है.... ऐसे समाज में, जो शुतुरमुर्ग का रवैया अपनाएगा मानव की सबसे बड़ी शक्ति, सबसे बड़े आकर्षण और सबसे बड़े आनंद के प्रति.....जो इसे ज़हरीला कर देगा......तेज़ाबी कर देगा......वहां तेज़ाबी हमले न होंगे तो और क्या होगा?"
,2017-01-02T03:05:00.001Z,"हम भारतीय है, भारतवर्ष महान है, विश्व-गुरु है. मतलब हम महान हैं. विश्व-गुरु हैं हम. झूठे हैं, मक्कार है, कुत्ते हैं, कमीने हैं, कंजर हैं वो लोग, जो यह अफवाह फैलाते हैं कि हम अमेरिका, कनाडा, ऑस्ट्रेलिया, इंग्लैंड में बसने को मरे जाते हैं."
भविष्य - इस्लाम के सन्दर्भ में,2019-07-28T06:53:00.001Z,"आक्रान्ता मुस्लिम था तो खालसा खड़ा हुआ. आक्रान्ता मुस्लिम है तो ट्रम्प खड़ा हुआ. आक्रान्ता मुस्लिम है तो आरएसएस खड़ा हुआ. आक्रान्ता मुस्लिम है तो मोदी खड़ा हुआ.और लोगों ने उसे तमाम मूर्खताओं के बाद फिर से चुना. खैर, इस्लाम के खिलाफ पूरी दुनिया को खड़ा होना चाहिए. समझना चाहिए. सवाल यह नहीं है कि आप क्या मानते हैं. हो सकता है आप किसी धर्म-विशेष के खिलाफ न हों. आप अहिंसक हों. शांति-वादी हों. आप कुछ भी हों. किसी भी मान्यता के हों. लेकिन इस्लाम इस्लाम है. आपको इस्लाम को अपने नजरिये से नहीं समझना है. इस्लाम को इस्लाम के नजरिये से समझना है. आप अपनी मान्यताएं इस्लाम पर मत थोपिए. यह देखिये कि इस्लाम खुद क्या मानता है. मेरे इन शब्दों से शायद उन लोगों को कुछ समझ आये जो यह कह रहे हैं कि खालसा इस्लाम के खिलाफ नहीं है. न हो खालसा इस्लाम के खिलाफ. न हो किसी और धर्म के खिलाफ. लेकिन इस्लाम सब धर्मों के खिलाफ है. इस्लाम आक्रामक था, इसलिए खालसा का उदय हुआ. और इस्लाम ने अपनी मान्यताएं कोई बदल नहीं ली हैं. वो आज भी वही है. और दुनिया समझ भी रही है. खड़ी भी हो रही है. उस में इन्टरनेट/ सोशल मीडिया सहयोगी है. दो फायदे हैं. आज आप बरगला नहीं सकते. सब ऑनलाइन मौजूद है. कुरान. उसका अनुवाद. व्याख्या. लेख. विडियो. बहुत कुछ. जरा श्रम कीजिये, सब समझ आ जायेगा. पहले इस्लाम आवाज़ ही नहीं उठाने देता था. आज भी ईश-निंदा का कानून है इस्लामिक मुल्कों में. आपने जरा बोला इस्लाम/ मोहम्मद के खिलाफ, तो वाज़िबुल-क़त्ल हो गए. वो पाकिस्तान में एक आसिया बीबी का केस बड़ा आग पकड़ा था. उसके घर के बाहर शायद कुरान के कोई पन्ने मिले थे. बेचारी हो गयी वाज़िबुल-कत्ल. कितने ही लोग मात्र इसलिए काट दिए गए कि उन्होंने इस्लाम के खिलाफ बोलने की जुर्रत की. लेकिन अब यह बिलकुल नहीं रुक पायेगा. आप कितना ही रोको. लोग रक्तबीज की तरह पैदा होंगे. एक मारोगे, सौ पैदा होंगे. इन्टरनेट चीज़ ही ऐसी है. इसलिए तमाम बकवास-बाज़ी के बावज़ूद सोशल मीडिया से ही सूर्य उगेगा और इस्लाम समेत तमाम धर्मों/ मज़हब का अँधेरा दूर होगा. इस्लाम का सबसे ज़्यादा विरोध इसलिए ज़रूरी है चूँकि यह सबसे ज़्यादा हिंसक है. कुरान में गैर-इस्लामिक के खिलाफ सीधे हिदायत हैं. हिंसक हिदायत. और दुनिया भर में इसे मानने वाले फैले हैं. और इसके विरोध में तमाम बेवकूफियां फैल रहीं हैं. इस्लाम की मूर्खताओं की वजह से लोग अपनी मूर्खताओं को छोड़ने की बजाए और कस के पकड़े हैं. मोदी इसका उदहारण हैं. मोदी का पिछला टर्म देखो. गलतियों से भरा है. लेकिन फिर भी लोग जिता दिए. फिर भी हिन्दू-हिन्दू हो रही है. मोदी कोई अपनी परफॉरमेंस की वजह से नहीं जीता है. बहुत बार वकील अपनी लियाकत से केस नहीं जीतते, सामने वाले की मूर्खताओं की वजह से जीतते हैं. मोदी हिन्दू की वजह से नहीं आया है. वो मुस्लिम की वजह से आया है. वोट चाहे उसे हिन्दू ने दिया है. लेकिन दिया मुसलमान के डर से है. सो असल में मोदी को पॉवर में लाने वाले असल में मुसलमान ही हैं. माफिया के जवाब में गुंडे खड़े हैं. एक बार माफिया खत्म हो छोटे गुंडे अपने आप खत्म हो जायेंगे, समय- बाह्य हो जायेंगे. और इसमें सोशल मीडिया का प्रमुख रोल रहेगा ही. अभी तो जुम्मा-जुम्मा कुछ साल ही हुए है सोशल मीडिया आये और आग लग गयी है धर्मों के खेमों में. देखते जाओ, बस कुछ ही दिन की बात और है. अंत में जीत तर्क की होगी, वैज्ञानिकता की होगी. नमन...तुषार कॉस्मिक"
